UrlName,Name,Genetics,Parents,THC,CBD,Smell & flavour,Effect
vanilla-kush,Vanilla Kush,Indica-dominant (80%),"['Afghan Kush', 'Kashmir']",High,Unknown,"['Sweet', 'Tropical', 'Fresh']","['Long-lasting', 'Calming', 'Relaxed', 'Dreamy', 'Body-buzz']"
vanilluna,Vanilluna,Indica/sativa,"['Blueberry Sativa', 'Blueberry']",Medium,Unknown,"['Sweet', 'Vanilla', 'Melon', 'Musky', 'Honey']","['Relaxed', 'Sociable', 'Dreamy', 'Happy', 'Long-lasting']"
veneno,Veneno,Indica-dominant (85%),"['Monster', ""Papa's Candy""]",18-20%,Low,"['Spicy', 'Woody', 'Strawberry']","['Strong', 'Sleepy', 'Narcotic', 'Relaxed']"
venom,Venom,Indica/sativa,"['Poison OG', 'Rare Dankness 1']",18–23%,Low,"['Pine', 'Citrus', 'Pungent', 'Earthy']","['Creative', 'Strong', 'Euphoric', 'Happy']"
vertigo,Vertigo,Indica/sativa autoflowering,Unknown,15-19%,0.1%,"['Citrus', 'Fruity']","['Calming', 'Clear-headed', 'Relaxed', 'Body-buzz']"
viagrra,Viagrra,Indica/sativa (50/50),"['Secret strain', 'Cinderella 88', 'Mexican Sativa']",High,High,"['Citrus', 'Sweet', 'Caramel']","['Attentive', 'Uplifting', 'Energetic', 'Motivated', 'Cerebral']"
violator-kush,Violator Kush,Indica-dominant (80%),"['Malana Charas', 'Hindu Kush']",22%,1.5%,"['Musky', 'Earthy', 'Pungent', 'Hashish', 'Spicy']","['Sleepy', 'Body-buzz', 'Talkative', 'Relaxed']"
violeta,Violeta,Indica-dominant (60%),"['Purple Malawi', 'Pakistan Chitral Kush']",12-17%,0.05%,"['Spicy', 'Fruity', 'Fresh']","['Happy', 'Calming', 'Sociable', 'Relaxed']"
viper,Viper,Sativa-dominant,"['Unknown indica', 'Skunk']",Medium,Unknown,"['Musky', 'Herbal']","['Relaxed', 'Strong']"
vortex,Vortex,Sativa-dominant (80%),"['P75', 'Genius', 'Cinderella 99', 'Romulan']",18%,Low,"['Fruity', 'Lemon']","['Euphoric', 'Uplifting', 'Energetic', 'Focused']"
wacky-widow,Wacky Widow,Indica-dominant (60%),White Widow,16-19%,Unknown,"['Pine', 'Fruity', 'Sweet', 'Spicy']","['Body-buzz', 'Cerebral', 'Balanced', 'Relaxed']"
walkabout,Walkabout,Sativa-dominant,"['Thai', 'North Indian', 'Haze', 'Mexican', 'Early Skunk']",Medium,Unknown,"['Citrus', 'Tropical', 'Skunk', 'Sweet']","['Uplifting', 'Relaxed', 'Motivated', 'Calming']"
washing-machine,Washing Machine,Indica-dominant (80%),"['Exodus Cheese', 'Bubba Kush']",High,Unknown,"['Earthy', 'Licorice', 'Sweet']","['Strong', 'Body-buzz', 'Relaxed']"
watermelon-zkittlez,Watermelon Zkittlez,Indica-dominant (55%),,Medium,Low,"['Grape', 'Berry', 'Tropical', 'Fruity']","['Euphoric', 'Strong', 'Long-lasting', 'Relaxed']"
watermelon-zkittlez-auto,Watermelon Zkittlez Auto,Indica-dominant (60%) autoflowering,"['ruderalis', 'Watermelon Zkittlez']",26%,Low,"['Candy', 'Sweet', 'Berry', 'Tropical']","['Euphoric', 'Relaxed']"
wedding-cake,Wedding Cake,Indica/sativa,"['Cherry Pie', 'Girl Scout Cookies']",High,Low,"['Citrus', 'Spicy', 'Candy', 'Sweet']","['Happy', 'Balanced', 'Relaxed', 'Euphoric']"
wedding-cake-automatic,Wedding Cake Automatic,Indica autoflowering,Triangle Kush x Animal Mints x Ruderalis,High,Low,"['Woody', 'Sweet', 'Citrus', 'Vanilla', 'Fruity']","['Cerebral', 'Relaxed']"
wedding-gelato,Wedding Gelato,Indica-dominant (60%),"['Gelato 33', 'Wedding Cake']",20-25%,Low,"['Sweet', 'Mint', 'Vanilla', 'Pepper', 'Earthy']","['Relaxed', 'Euphoric', 'Uplifting', 'Long-lasting', 'Body-buzz']"
